name,text size,data size,rodata size,ovl size,bss size
ovl_En_Viewer,0x2B60,0x130,0x50,0x1D0,0x20
ovl_En_Goma,0x2810,0x100,0xA0,0x2E0,0x0
ovl_Bg_Pushbox,0x270,0x30,0x10,0x50,0x0
ovl_En_Bubble,0x1210,0xA0,0x40,0x130,0x0
ovl_Door_Shutter,0x1E10,0x220,0x30,0x220,0x0
ovl_En_Dodojr,0x1AE0,0xE0,0x30,0x2B0,0x0
ovl_En_Bdfire,0xA80,0x40,0x30,0xA0,0x0
ovl_En_Boom,0x780,0x90,0x20,0x90,0x0
ovl_En_Torch2,0x1F90,0x60,0x20,0x660,0x40
ovl_En_Bili,0x1D70,0xF0,0xD0,0x3A0,0x0
ovl_En_Tp,0x1C30,0xD0,0x20,0x130,0x0
ovl_En_St,0x26A0,0x2C0,0x20,0x2F0,0x0
ovl_En_Bw,0x2D10,0x130,0x150,0x3D0,0x0
ovl_En_Eiyer,0x19B0,0x80,0x30,0x200,0x0
ovl_En_River_Sound,0x8B0,0x60,0x10,0x70,0x0
ovl_En_Horse_Normal,0x2100,0x210,0x60,0x2B0,0x0
ovl_En_Ossan,0x57E0,0x630,0x130,0x6A0,0x0
ovl_Bg_Treemouth,0x8E0,0xBC0,0x40,0x170,0x0
ovl_Bg_Dodoago,0xAF0,0x130,0x0,0x120,0x70
ovl_Bg_Hidan_Dalm,0x670,0x140,0x0,0xA0,0x0
ovl_Bg_Hidan_Hrock,0x6D0,0xC0,0x10,0x90,0x0
ovl_En_Horse_Ganon,0xB40,0x140,0x10,0xF0,0x0
ovl_Bg_Hidan_Rock,0xEC0,0x90,0x20,0x180,0x0
ovl_Bg_Hidan_Rsekizou,0xA10,0x140,0x10,0x80,0x0
ovl_Bg_Hidan_Sekizou,0x1260,0x140,0x10,0xA0,0x0
ovl_Bg_Hidan_Sima,0xD70,0xA0,0x30,0xE0,0x0
ovl_Bg_Hidan_Syoku,0x3B0,0x30,0x10,0x70,0x0
ovl_En_Xc,0x5A90,0x210,0xE0,0x9E0,0x30
ovl_Bg_Hidan_Curtain,0x960,0x80,0x0,0xC0,0x0
ovl_Bg_Spot00_Hanebasi,0xFB0,0x40,0x30,0xF0,0x0
ovl_En_Mb,0x3AD0,0x290,0x90,0x350,0x0
ovl_En_Bombf,0x12A0,0xC0,0x20,0xF0,0x0
ovl_Bg_Hidan_Firewall,0x630,0x80,0x10,0xA0,0x0
ovl_Bg_Dy_Yoseizo,0x2A70,0xA0,0x50,0x1F0,0x0
ovl_En_Zl2,0x3EE0,0xF0,0xC0,0x6A0,0x0
ovl_Bg_Hidan_Fslift,0x420,0x30,0x10,0x70,0x0
ovl_En_OE2,0x80,0x20,0x0,0x40,0x0
ovl_Bg_Ydan_Hasi,0x6D0,0x30,0x10,0xA0,0x0
ovl_Bg_Ydan_Maruta,0x5B0,0xB0,0x0,0x80,0x0
ovl_Boss_Ganondrof,0x43F0,0x490,0x110,0x3E0,0x0
ovl_En_Am,0x2020,0x200,0x10,0x1D0,0x0
ovl_En_Dekubaba,0x35A0,0x1A0,0x60,0x300,0x0
ovl_En_M_Fire1,0x120,0x50,0x0,0x30,0x0
ovl_En_M_Thunder,0x13D0,0x90,0x50,0x140,0x0
ovl_Bg_Ddan_Jd,0x5C0,0x30,0x0,0x60,0x0
ovl_Bg_Breakwall,0xB40,0x230,0x20,0xE0,0x0
ovl_En_Jj,0x930,0xBD0,0x10,0xC0,0x0
ovl_En_Horse_Zelda,0x900,0x110,0x10,0xD0,0x0
ovl_Bg_Ddan_Kd,0x7A0,0x80,0x10,0xC0,0x0
ovl_Door_Warp1,0x3D00,0x30,0x160,0x410,0x10
ovl_Obj_Syokudai,0xB00,0xA0,0x10,0x80,0x10
ovl_Item_B_Heart,0x380,0x30,0x0,0x40,0x0
ovl_En_Dekunuts,0x15F0,0x90,0x20,0x160,0x0
ovl_Bg_Menkuri_Kaiten,0x130,0x30,0x0,0x30,0x0
ovl_Bg_Menkuri_Eye,0x3D0,0x60,0x0,0x60,0x10
ovl_En_Vali,0x2140,0x140,0xB0,0x370,0x0
ovl_Bg_Mizu_Movebg,0xED0,0xA0,0x90,0x190,0x10
ovl_Bg_Mizu_Water,0xAF0,0x70,0x50,0x120,0x0
ovl_Arms_Hook,0xBA0,0xE0,0x10,0xD0,0x0
ovl_En_fHG,0x25D0,0xA0,0xC0,0x200,0x0
ovl_Bg_Mori_Hineri,0xB40,0x40,0x40,0x110,0x0
ovl_En_Bb,0x3770,0x1B0,0xB0,0x300,0x0
ovl_Bg_Toki_Hikari,0xCD0,0x30,0x20,0x80,0x0
ovl_En_Yukabyun,0x520,0x60,0x10,0x80,0x0
ovl_Bg_Toki_Swd,0x490,0x1130,0x0,0x90,0x0
ovl_En_Fhg_Fire,0x23B0,0xD0,0x50,0x150,0x0
ovl_Bg_Mjin,0x340,0x40,0x0,0x60,0x0
ovl_Bg_Hidan_Kousi,0x460,0x50,0x10,0xC0,0x0
ovl_Door_Toki,0x100,0x30,0x0,0x30,0x0
ovl_Bg_Hidan_Hamstep,0xC60,0x130,0x10,0xF0,0x0
ovl_En_Bird,0x430,0x30,0x0,0x60,0x0
ovl_En_Wood02,0xF50,0xC0,0x80,0x140,0x10
ovl_En_Lightbox,0x420,0x20,0x10,0x30,0x0
ovl_En_Pu_box,0x2F0,0x20,0x0,0x30,0x0
ovl_En_Trap,0x11C0,0x50,0x20,0x70,0x0
ovl_En_Arow_Trap,0x100,0x20,0x0,0x30,0x0
ovl_En_Vase,0xB0,0x20,0x0,0x30,0x0
ovl_En_Ta,0x3380,0x70,0x20,0x5B0,0x0
ovl_En_Tk,0x1B10,0x100,0x60,0x1C0,0x0
ovl_Bg_Mori_Bigst,0x800,0x40,0x20,0xD0,0x0
ovl_Bg_Mori_Elevator,0x960,0x40,0x30,0x120,0x0
ovl_Bg_Mori_Kaitenkabe,0x5A0,0x30,0x10,0x80,0x0
ovl_Bg_Mori_Rakkatenjo,0x7F0,0x40,0x30,0x110,0x0
ovl_En_Vm,0x1540,0x1B0,0x40,0x180,0x0
ovl_Demo_Effect,0x54D0,0x90,0x130,0x470,0x0
ovl_Demo_Kankyo,0x28C0,0xF60,0x110,0x360,0x50
ovl_Bg_Hidan_Fwbig,0xBB0,0x50,0x10,0xD0,0x0
ovl_En_Floormas,0x2F20,0xB0,0x60,0x3B0,0x0
ovl_En_Heishi1,0x11E0,0x190,0x20,0x180,0x0
ovl_En_Rd,0x24B0,0xD0,0xA0,0x290,0x0
ovl_En_Po_Sisters,0x4730,0x120,0x40,0x460,0x0
ovl_Bg_Heavy_Block,0x1680,0x90,0x60,0x180,0x0
ovl_Bg_Po_Event,0x1A80,0x100,0x30,0x280,0x10
ovl_Obj_Mure,0xE30,0x80,0x20,0x140,0x0
ovl_En_Sw,0x3210,0x180,0xC0,0x340,0x80
ovl_Boss_Fd,0x6640,0x5F0,0x1A0,0x560,0x0
ovl_Object_Kankyo,0x2CD0,0x160,0x100,0x2F0,0x0
ovl_En_Du,0x15F0,0x230,0x40,0x240,0x0
ovl_En_Fd,0x26A0,0x320,0x50,0x280,0x0
ovl_En_Horse_Link_Child,0x1AC0,0xF0,0x10,0x240,0x0
ovl_Door_Ana,0x580,0x70,0x10,0x70,0x0
ovl_Bg_Spot02_Objects,0x1190,0x70,0x40,0x110,0x0
ovl_Bg_Haka,0x600,0x30,0x10,0x80,0x0
ovl_Magic_Wind,0x680,0x1550,0x30,0x100,0x0
ovl_Magic_Fire,0xB00,0x16E0,0x20,0xD0,0x0
ovl_En_Ru1,0x5B40,0x1230,0xC0,0x820,0x0
ovl_Boss_Fd2,0x3710,0x320,0x70,0x290,0x0
ovl_En_Fd_Fire,0xB20,0xE0,0x20,0xF0,0x0
ovl_En_Dh,0x1820,0xE0,0x40,0x170,0x0
ovl_En_Dha,0xD30,0x150,0x10,0xE0,0x0
ovl_En_Rl,0xD80,0x60,0x0,0x100,0x0
ovl_En_Encount1,0xAB0,0x40,0x10,0x60,0x0
ovl_Demo_Du,0x2650,0xE30,0x10,0x350,0x0
ovl_Demo_Im,0x2B70,0xFE0,0x40,0x3E0,0x0
ovl_Demo_Tre_Lgt,0x650,0x50,0x0,0x70,0x0
ovl_En_Fw,0x1580,0x100,0x20,0x110,0x0
ovl_Bg_Vb_Sima,0x650,0x30,0x20,0x70,0x0
ovl_En_Vb_Ball,0xFF0,0xB0,0x30,0xD0,0x0
ovl_Bg_Haka_Megane,0x300,0x90,0x0,0x70,0x0
ovl_Bg_Haka_MeganeBG,0x5B0,0x50,0x10,0xB0,0x0
ovl_Bg_Haka_Ship,0x920,0x30,0x30,0xC0,0x0
ovl_Bg_Haka_Sgami,0x960,0x1A0,0x10,0x110,0x0
ovl_En_Heishi2,0x1F00,0x50,0x40,0x270,0x0
ovl_En_Encount2,0x1110,0x20,0x40,0xC0,0x0
ovl_En_Fire_Rock,0xF10,0x80,0x60,0x120,0x0
ovl_En_Brob,0xF50,0x60,0x20,0x120,0x0
ovl_Mir_Ray,0x15A0,0x200,0x30,0xF0,0x0
ovl_Bg_Spot09_Obj,0x420,0x70,0x0,0x80,0x0
ovl_Bg_Spot18_Obj,0x750,0x80,0x10,0xF0,0x0
ovl_Boss_Va,0xCA90,0x470,0x3F0,0x1500,0x8A00
ovl_Bg_Haka_Tubo,0x8A0,0x90,0x30,0xC0,0x0
ovl_Bg_Haka_Trap,0x12B0,0x110,0x30,0x1E0,0x0
ovl_Bg_Haka_Huta,0x980,0x50,0x10,0xC0,0x0
ovl_Bg_Haka_Zou,0x1050,0x70,0x20,0x110,0x0
ovl_Bg_Spot17_Funen,0x1C0,0x30,0x10,0x50,0x0
ovl_En_Syateki_Itm,0xA50,0x1C0,0x20,0x170,0x0
ovl_En_Syateki_Man,0xC80,0x30,0x0,0x110,0x0
ovl_En_Tana,0x200,0x50,0x0,0x50,0x0
ovl_En_Nb,0x3450,0xCB0,0x60,0x470,0x0
ovl_Boss_Mo,0x9EE0,0x860,0x360,0xB00,0x4B10
ovl_En_Sb,0x11C0,0xB0,0x70,0x160,0x0
ovl_En_Bigokuta,0x26C0,0x110,0x70,0x2D0,0x0
ovl_En_Karebaba,0x1610,0xC0,0x30,0x1F0,0x0
ovl_Bg_Bdan_Objects,0x10A0,0x60,0x40,0x190,0x0
ovl_Demo_Sa,0x1B90,0xD00,0x10,0x280,0x0
ovl_Demo_Go,0xBF0,0x50,0x10,0x110,0x0
ovl_En_In,0x27E0,0x1B0,0xD0,0x300,0x0
ovl_En_Tr,0x1630,0xC0,0x30,0x1E0,0x0
ovl_Bg_Spot16_Bombstone,0x10D0,0x2D0,0x30,0x170,0x0
ovl_Bg_Hidan_Kowarerukabe,0xD70,0xA0,0x10,0xB0,0x0
ovl_Bg_Bombwall,0x720,0x120,0x0,0x80,0x0
ovl_En_Ru2,0x1AB0,0x1060,0x10,0x260,0x0
ovl_Obj_Dekujr,0x590,0x60,0x0,0x50,0x0
ovl_Bg_Mizu_Uzu,0x160,0x30,0x0,0x40,0x0
ovl_Bg_Spot06_Objects,0x1190,0x60,0x60,0x1C0,0x0
ovl_Bg_Ice_Objects,0xC90,0x90,0x20,0x200,0x0
ovl_Bg_Haka_Water,0x730,0x30,0x10,0x70,0x0
ovl_En_Ma2,0xE20,0xD0,0x40,0x130,0x0
ovl_En_Bom_Chu,0x14B0,0x90,0x10,0x150,0x0
ovl_En_Horse_Game_Check,0xED0,0x110,0x20,0xD0,0x0
ovl_Boss_Tw,0x11640,0x2B0,0x390,0x1400,0x2A80
ovl_En_Rr,0x2120,0xF0,0xC0,0x250,0x0
ovl_En_Ba,0x1CD0,0xD0,0x10,0x120,0x0
ovl_En_Bx,0x930,0x100,0x10,0xB0,0x0
ovl_En_Anubice,0x10D0,0x90,0x30,0x120,0x0
ovl_En_Anubice_Fire,0xBE0,0xD0,0x20,0xF0,0x0
ovl_Bg_Mori_Hashigo,0x790,0x90,0x0,0xA0,0x0
ovl_Bg_Mori_Hashira4,0x4B0,0x40,0x0,0x90,0x10
ovl_Bg_Mori_Idomizu,0x570,0x30,0x10,0x90,0x0
ovl_Bg_Spot16_Doughnut,0x500,0x40,0x10,0x60,0x0
ovl_Bg_Bdan_Switch,0x1050,0x70,0xD0,0x2A0,0x0
ovl_En_Ma1,0xF90,0xC0,0xC0,0x1D0,0x0
ovl_Boss_Ganon,0xE050,0x12E70,0x430,0xF80,0x3B80
ovl_Boss_Sst,0xA330,0xF60,0xF0,0x11A0,0x40
ovl_En_Ny,0x16C0,0xD0,0x40,0x160,0x0
ovl_En_Fr,0x24B0,0x120,0x80,0x440,0x0
ovl_Item_Shield,0x850,0xE0,0x20,0xC0,0x0
ovl_Bg_Ice_Shelter,0xF30,0x130,0x50,0x180,0x0
ovl_En_Ice_Hono,0xF90,0xB0,0x60,0x150,0x0
ovl_Item_Ocarina,0x6D0,0x20,0x20,0xC0,0x0
ovl_Magic_Dark,0xC70,0xA60,0x60,0x120,0x0
ovl_Demo_6K,0x2770,0x130,0xE0,0x390,0x0
ovl_En_Anubice_Tag,0x270,0x20,0x0,0x40,0x0
ovl_Bg_Haka_Gate,0xE70,0x40,0x20,0x1B0,0x10
ovl_Bg_Spot15_Saku,0x2B0,0x20,0x10,0x60,0x0
ovl_Bg_Jya_Goroiwa,0x610,0x70,0x30,0xD0,0x0
ovl_Bg_Jya_Zurerukabe,0x520,0x90,0x20,0xE0,0x0
ovl_Bg_Jya_Cobra,0x1830,0x300,0x50,0x1A0,0x0
ovl_Bg_Jya_Kanaami,0x320,0x30,0x0,0x60,0x0
ovl_Fishing,0x104E0,0x9D0,0x5A0,0x2560,0x6BE0
ovl_Obj_Oshihiki,0x16E0,0x150,0x90,0x1F0,0x0
ovl_Bg_Gate_Shutter,0x3E0,0x20,0x10,0x70,0x0
ovl_Eff_Dust,0x1220,0x30,0x50,0x140,0x0
ovl_Bg_Spot01_Fusya,0x210,0x30,0x10,0x50,0x0
ovl_Bg_Spot01_Idohashira,0xAF0,0x40,0x10,0xC0,0x0
ovl_Bg_Spot01_Idomizu,0x280,0x30,0x10,0x50,0x0
ovl_Bg_Po_Syokudai,0x850,0x70,0x20,0x70,0x0
ovl_Bg_Ganon_Otyuka,0x1070,0x1480,0x20,0x130,0x0
ovl_Bg_Spot15_Rrbox,0xC10,0x90,0x20,0x120,0x0
ovl_Bg_Umajump,0x130,0x30,0x0,0x30,0x0
ovl_En_Insect,0x1FD0,0x90,0xF0,0x370,0x0
ovl_En_Butte,0x1250,0x130,0x60,0x1F0,0x0
ovl_En_Fish,0x1D50,0x90,0x70,0x2C0,0x0
ovl_Bg_Spot08_Iceblock,0xCF0,0x80,0xD0,0x200,0x0
ovl_Item_Etcetera,0x6A0,0xA0,0x50,0x140,0x0
ovl_Arrow_Fire,0x960,0x1450,0x40,0xD0,0x0
ovl_Arrow_Ice,0x980,0x1450,0x40,0xD0,0x0
ovl_Arrow_Light,0x990,0x1450,0x40,0xD0,0x0
ovl_Obj_Kibako,0xBA0,0x70,0x20,0xD0,0x0
ovl_Obj_Tsubo,0xDE0,0x90,0x20,0x160,0x0
ovl_En_Wonder_Item,0xA70,0xD0,0x30,0xE0,0xE0
ovl_En_Ik,0x3E60,0x310,0xA0,0x420,0x10
ovl_Demo_Ik,0x12C0,0xE0,0x20,0x150,0x0
ovl_En_Skj,0x3160,0x190,0x90,0x4E0,0x0
ovl_En_Skjneedle,0x270,0x60,0x0,0x40,0x0
ovl_En_G_Switch,0x1610,0xA0,0x30,0x150,0x0
ovl_Demo_Ext,0x880,0x40,0x0,0x80,0x0
ovl_Demo_Shd,0x3F0,0x1FA0,0x0,0x80,0x0
ovl_En_Dns,0x1080,0x170,0x20,0x180,0x0
ovl_Elf_Msg,0x520,0x30,0x20,0x80,0x0
ovl_En_Honotrap,0x12B0,0x110,0x30,0x160,0x0
ovl_En_Tubo_Trap,0xB90,0x50,0x20,0xA0,0x0
ovl_Obj_Ice_Poly,0x870,0xA0,0x10,0x90,0x0
ovl_Bg_Spot03_Taki,0x870,0x30,0x0,0x50,0x0
ovl_Bg_Spot07_Taki,0x550,0x30,0x0,0x40,0x0
ovl_En_Fz,0x1D50,0xF0,0x30,0x1A0,0x0
ovl_En_Po_Relay,0x1460,0x130,0x30,0x150,0x0
ovl_Bg_Relay_Objects,0x6B0,0x30,0x10,0xC0,0x0
ovl_En_Diving_Game,0x17D0,0x60,0x20,0x150,0x0
ovl_En_Kusa,0x1210,0xD0,0x20,0x1E0,0x0
ovl_Obj_Bean,0x2300,0x90,0x90,0x370,0x0
ovl_Obj_Bombiwa,0x490,0x80,0x0,0x60,0x0
ovl_Obj_Switch,0x1900,0x200,0x30,0x290,0x0
ovl_Obj_Elevator,0x300,0x40,0x10,0x70,0x0
ovl_Obj_Lift,0x8B0,0x80,0x20,0xD0,0x0
ovl_Obj_Hsblock,0x4C0,0x60,0x10,0xA0,0x0
ovl_En_Okarina_Tag,0xAC0,0x930,0x20,0xD0,0x0
ovl_En_Yabusame_Mark,0x4E0,0x190,0x0,0x60,0x0
ovl_En_Goroiwa,0x20A0,0xD0,0x40,0x210,0x0
ovl_En_Ex_Ruppy,0xEA0,0xB0,0x40,0x130,0x0
ovl_En_Toryo,0xA90,0xA0,0x60,0x100,0x0
ovl_En_Daiku,0x14C0,0x130,0x20,0x130,0x0
ovl_En_Nwc,0x950,0x60,0x10,0x80,0x0
ovl_En_Blkobj,0x480,0x50,0x0,0x90,0x0
ovl_Item_Inbox,0x110,0x20,0x0,0x30,0x0
ovl_En_Ge1,0x1D10,0x70,0x0,0x2B0,0x0
ovl_Obj_Blockstop,0x150,0x20,0x0,0x30,0x0
ovl_En_Sda,0x11C0,0x380,0x20,0xE0,0xC0
ovl_En_Clear_Tag,0x2570,0x6390,0x60,0x210,0x2A30
ovl_En_Niw_Lady,0x15E0,0xA0,0x80,0x1E0,0x0
ovl_En_Gm,0xBE0,0x60,0x10,0xE0,0x0
ovl_En_Ms,0x5E0,0x80,0x0,0x90,0x0
ovl_En_Hs,0xA10,0x60,0x20,0x110,0x0
ovl_Bg_Ingate,0x320,0x20,0x0,0x50,0x0
ovl_En_Kanban,0x23C0,0xB70,0x80,0x1A0,0x0
ovl_En_Heishi3,0x8F0,0x50,0x0,0x90,0x0
ovl_En_Syateki_Niw,0x1D00,0xA0,0xC0,0x230,0x0
ovl_En_Attack_Niw,0x1060,0x40,0x70,0x150,0x0
ovl_Bg_Spot01_Idosoko,0x1A0,0x30,0x0,0x40,0x0
ovl_En_Sa,0x1CF0,0x250,0x70,0x2C0,0x0
ovl_En_Wonder_Talk,0x5D0,0x20,0x20,0x80,0x0
ovl_Bg_Gjyo_Bridge,0x460,0x30,0x10,0x60,0x0
ovl_En_Ds,0xB10,0x30,0x0,0xE0,0x0
ovl_En_Mk,0xD20,0x60,0x10,0x100,0x0
ovl_En_Bom_Bowl_Man,0x1300,0xD0,0x20,0x150,0x0
ovl_En_Bom_Bowl_Pit,0x880,0x40,0x10,0x90,0x0
ovl_En_Owl,0x3600,0x80,0x70,0x4B0,0x0
ovl_En_Ishi,0x1550,0x7A00,0x30,0x1D0,0x0
ovl_Obj_Hana,0x200,0xA0,0x0,0x70,0x0
ovl_Obj_Lightswitch,0x1290,0x90,0x10,0x100,0x0
ovl_Obj_Mure2,0x890,0xA0,0x0,0xF0,0x0
ovl_En_Go,0x34F0,0x120,0x630,0xA00,0x0
ovl_En_Fu,0xBE0,0x70,0x0,0xF0,0x10
ovl_En_Changer,0x810,0x100,0x10,0xC0,0x0
ovl_Bg_Jya_Megami,0xE20,0x250,0x30,0x140,0x0
ovl_Bg_Jya_Lift,0x470,0x40,0x10,0x90,0x0
ovl_Bg_Jya_Bigmirror,0x6F0,0x90,0x10,0xB0,0x0
ovl_Bg_Jya_Bombchuiwa,0x9F0,0x80,0x10,0xB0,0x0
ovl_Bg_Jya_Amishutter,0x2F0,0x30,0x0,0x70,0x0
ovl_Bg_Jya_Bombiwa,0x4E0,0x70,0x10,0x60,0x0
ovl_Bg_Spot18_Basket,0xE30,0xA0,0x10,0x110,0x0
ovl_En_Ganon_Organ,0x300,0x6BB0,0x0,0x150,0x0
ovl_En_Siofuki,0xC60,0x30,0x20,0x100,0x0
ovl_En_Stream,0x4E0,0x30,0x10,0x70,0x0
ovl_En_Mm,0x1300,0x140,0x50,0x190,0x0
ovl_En_Ko,0x32D0,0x6A0,0x220,0x5B0,0x0
ovl_En_Kz,0x12B0,0xD0,0x40,0x150,0x0
ovl_En_Weather_Tag,0xD20,0x20,0x20,0x190,0x0
ovl_Bg_Sst_Floor,0x4D0,0x30,0x10,0x50,0x0
ovl_En_Ani,0xB60,0x70,0x20,0x140,0x0
ovl_En_Ex_Item,0xE40,0x30,0x100,0x210,0x0
ovl_Bg_Jya_Ironobj,0xBC0,0xE0,0x20,0xF0,0x0
ovl_En_Js,0x8C0,0x60,0x0,0xB0,0x0
ovl_En_Jsjutan,0x1290,0x39C0,0x30,0x140,0xB60
ovl_En_Cs,0xFE0,0xE0,0x30,0x140,0x0
ovl_En_Md,0x2090,0x1C0,0xD0,0x350,0x0
ovl_En_Hy,0x2890,0x970,0x280,0x4D0,0x0
ovl_En_Ganon_Mant,0xF70,0x3180,0x30,0x100,0x0
ovl_En_Okarina_Effect,0x350,0x20,0x0,0x40,0x0
ovl_En_Mag,0x2D30,0xB0,0x10,0x120,0x2000
ovl_Door_Gerudo,0x540,0x30,0x10,0x70,0x0
ovl_Elf_Msg2,0x3A0,0x30,0x20,0x80,0x0
ovl_Demo_Gt,0x4C90,0x1C0,0x150,0x660,0x0
ovl_En_Po_Field,0x34B0,0x100,0x70,0x3A0,0x90
ovl_Efc_Erupc,0xA20,0x40,0x10,0x70,0x0
ovl_Bg_Zg,0x3B0,0x30,0x10,0x80,0x0
ovl_En_Heishi4,0xD90,0x60,0x0,0x110,0x0
ovl_En_Zl3,0x70F0,0x190,0xE0,0xB10,0x0
ovl_Boss_Ganon2,0x9A80,0x6980,0x300,0xBF0,0x1B20
ovl_En_Kakasi,0xC00,0x50,0x20,0xD0,0x0
ovl_En_Takara_Man,0x800,0x30,0x0,0x90,0x0
ovl_Obj_Makeoshihiki,0x380,0xA0,0x10,0x60,0x0
ovl_Oceff_Spot,0x760,0x700,0x20,0xB0,0x0
ovl_End_Title,0x6D0,0x39D0,0x10,0x80,0x0
ovl_En_Torch,0x90,0x30,0x0,0x30,0x0
ovl_Demo_Ec,0x2EA0,0x2E0,0x0,0x6E0,0x0
ovl_Shot_Sun,0x5F0,0x50,0x10,0x70,0x0
ovl_En_Dy_Extra,0x4B0,0x50,0x10,0x70,0x0
ovl_En_Wonder_Talk2,0x600,0x30,0x0,0x70,0x0
ovl_En_Ge2,0x1710,0xE0,0x0,0x1B0,0x0
ovl_Obj_Roomtimer,0x1F0,0x20,0x0,0x40,0x0
ovl_En_Ssh,0x2150,0x210,0x20,0x270,0x0
ovl_En_Sth,0xE40,0x30B0,0x0,0x1C0,0x0
ovl_Oceff_Wipe,0x4D0,0x800,0x10,0x70,0x0
ovl_Effect_Ss_Dust,0x740,0x30,0x30,0x90,0x0
ovl_Effect_Ss_KiraKira,0x5C0,0x10,0x20,0x80,0x0
ovl_Effect_Ss_Bomb,0x390,0x20,0x10,0x60,0x0
ovl_Effect_Ss_Bomb2,0x850,0x50,0x20,0x70,0x0
ovl_Effect_Ss_Blast,0x330,0x10,0x10,0x40,0x0
ovl_Effect_Ss_G_Spk,0x530,0x20,0x10,0x50,0x0
ovl_Effect_Ss_D_Fire,0x480,0x20,0x10,0x40,0x0
ovl_Effect_Ss_Bubble,0x420,0x10,0x10,0x40,0x0
ovl_Effect_Ss_G_Ripple,0x4F0,0x20,0x10,0x40,0x0
ovl_Effect_Ss_G_Splash,0x400,0x40,0x10,0x60,0x0
ovl_Effect_Ss_G_Magma,0x1E0,0x40,0x0,0x40,0x0
ovl_Effect_Ss_G_Fire,0x210,0x40,0x0,0x40,0x0
ovl_Effect_Ss_Lightning,0x610,0x30,0x20,0x70,0x0
ovl_Effect_Ss_Dt_Bubble,0x510,0x20,0x10,0x50,0x0
ovl_Effect_Ss_Hahen,0x5A0,0x10,0x20,0x70,0x0
ovl_Effect_Ss_Stick,0x320,0x20,0x10,0x50,0x0
ovl_Effect_Ss_Sibuki,0x620,0x10,0x30,0x70,0x0
ovl_Effect_Ss_Sibuki2,0x2C0,0x30,0x0,0x40,0x0
ovl_Effect_Ss_G_Magma2,0x480,0x50,0x0,0x40,0x0
ovl_Effect_Ss_Stone1,0x2D0,0x70,0x10,0x40,0x0
ovl_Effect_Ss_HitMark,0x440,0xC0,0x0,0x50,0x0
ovl_Effect_Ss_Fhg_Flash,0x9B0,0x500,0x20,0xB0,0x0
ovl_Effect_Ss_K_Fire,0x3D0,0x10,0x10,0x40,0x0
ovl_Effect_Ss_Solder_Srch_Ball,0x170,0x10,0x0,0x30,0x0
ovl_Effect_Ss_Kakera,0xE60,0xA0,0x40,0x150,0x0
ovl_Effect_Ss_Ice_Piece,0x3D0,0x10,0x10,0x50,0x0
ovl_Effect_Ss_En_Ice,0x770,0x20,0x10,0x70,0x0
ovl_Effect_Ss_Fire_Tail,0x660,0x10,0x20,0x70,0x0
ovl_Effect_Ss_En_Fire,0x6A0,0x20,0x20,0x60,0x0
ovl_Effect_Ss_Extra,0x360,0x20,0x0,0x40,0x0
ovl_Effect_Ss_Fcircle,0x440,0x10,0x10,0x50,0x0
ovl_Effect_Ss_Dead_Db,0x460,0x30,0x10,0x40,0x0
